,年份,考生所在地,文理分科,批次名称,最低控制分数线
712,2019,湖南,理科,本科三批,414
713,2019,湖南,理科,专科,200
714,2019,湖南,文科,本科一批,553
715,2019,湖南,文科,本科二批,523
716,2019,湖南,文科,本科三批,495
717,2019,湖南,文科,专科,200
718,2019,广东,理科,普通本科批,390
719,2019,广东,理科,高分优先投档线,495
720,2019,广东,理科,地方专项计划,465
721,2019,广东,文科,普通本科批,455
722,2019,广东,文科,高分优先投档线,546
723,2019,广东,文科,地方专项计划,516
724,2019,重庆,理科,本科一批,525
725,2019,山东,理科,普通本科批,443
726,2019,山东,理科,自主招生批,514
727,2019,山东,文科,普通本科批,503
728,2019,山东,文科,自主招生批,542
729,2019,湖北,理科,本科一批,505
730,2019,湖北,理科,本科二批,388
731,2019,湖北,理科,专科,200
732,2019,湖北,文科,本科一批,542
733,2019,湖北,文科,本科二批,445
734,2019,湖北,文科,专科,200
735,2019,湖南,理科,本科一批,500
736,2019,湖南,理科,本科二批,448
737,2019,湖南,理科,本科三批,414
738,2019,湖南,理科,专科,200
739,2019,湖南,文科,本科一批,553
740,2019,湖南,文科,本科二批,523
741,2019,湖南,文科,本科三批,495
742,2019,湖南,文科,专科,200
743,2019,广东,理科,普通本科批,390
744,2019,广东,理科,高分优先投档线,495
745,2019,广东,理科,地方专项计划,465
746,2019,广东,文科,普通本科批,455
747,2019,广东,文科,高分优先投档线,546
748,2019,广东,文科,地方专项计划,516
749,2019,重庆,理科,本科一批,525
750,2019,重庆,理科,本科二批,435
751,2019,重庆,理科,专科,180
752,2019,重庆,文科,本科一批,545
753,2019,重庆,文科,本科二批,458
754,2019,重庆,文科,专科,180
755,2019,四川,理科,本科一批,547
756,2019,四川,理科,本科二批,459
757,2019,四川,理科,专科,150
758,2019,四川,文科,本科一批,540
759,2019,四川,文科,本科二批,472
760,2019,四川,文科,专科,150
761,2019,陕西,理科,本科一批,469
762,2019,陕西,理科,本科二批,363
763,2019,陕西,理科,专科,150
764,2019,陕西,文科,本科一批,518
765,2019,陕西,文科,本科二批,400
766,2019,陕西,文科,专科,150
767,2019,甘肃,理科,专科,160
768,2019,甘肃,理科,本科一批,470
769,2019,甘肃,理科,本科二批,366
770,2019,甘肃,文科,本科一批,519
771,2019,甘肃,文科,本科二批,400
772,2019,甘肃,文科,专科,160
773,2019,河北,理科,本科一批,502
774,2019,河北,理科,本科二批,379
775,2019,河北,理科,专科,200
776,2019,河北,文科,本科一批,549
777,2019,河北,文科,本科二批,461
778,2019,河北,文科,专科,220
779,2019,山西,理科,本科一批,507
780,2019,山西,理科,本科二批,432
781,2019,山西,文科,本科一批,542
782,2019,山西,文科,本科二批,481
783,2019,内蒙古,理科,本科一批,477
784,2019,内蒙古,理科,本科二批,352
785,2019,内蒙古,理科,专科,160
786,2019,内蒙古,文科,本科一批,522
787,2019,内蒙古,文科,本科二批,436
788,2019,内蒙古,文科,专科,160
789,2019,河南,理科,本科一批,502
790,2019,河南,理科,本科二批,385
791,2019,河南,理科,专科,160
792,2019,河南,文科,本科一批,536
793,2019,河南,文科,本科二批,477
794,2019,河南,文科,专科,160
795,2019,海南,理科,本科A批,539
796,2019,海南,理科,国家专项计划,539
797,2019,海南,理科,自主招生批,603
798,2019,海南,文科,本科A批,593
799,2019,海南,文科,国家专项计划,593
800,2019,海南,文科,自主招生批,654
801,2019,广西,理科,本科一批,509
802,2019,广西,理科,本科二批,347
803,2019,广西,理科,专科,180
804,2019,广西,理科,艺术类理科,260
805,2019,广西,文科,本科一批,521
806,2019,广西,文科,本科二批,388
807,2019,广西,文科,专科,180
808,2019,广西,文科,艺术类文科,291
809,2019,贵州,理科,本科一批,470
810,2019,贵州,理科,本科二批,369
811,2019,贵州,理科,专科,180
812,2019,贵州,文科,本科一批,542
813,2019,贵州,文科,本科二批,453
814,2019,贵州,文科,专科,180
815,2019,云南,理科,本科一批,535
816,2019,云南,理科,本科二批,435
817,2019,云南,理科,专科,200
818,2019,云南,文科,本科一批,560
819,2019,云南,文科,本科二批,480
820,2019,云南,文科,专科,200
821,2019,西藏,理科,重点本科少数民族,325
822,2019,西藏,理科,重点本科汉族,425
823,2019,西藏,理科,普通本科少数民族,283
824,2019,西藏,理科,普通本科汉族,320
825,2019,海南,文科,自主招生批,654
826,2019,广西,理科,本科一批,509
827,2019,广西,理科,本科二批,347
828,2019,广西,理科,专科,180
829,2019,广西,理科,艺术类理科,260
830,2019,广西,文科,本科一批,521
831,2019,广西,文科,本科二批,388
832,2019,广西,文科,专科,180
833,2019,广西,文科,艺术类文科,291
834,2019,贵州,理科,本科一批,470
835,2019,贵州,理科,本科二批,369
836,2019,贵州,理科,专科,180
837,2019,贵州,文科,本科一批,542
838,2019,贵州,文科,本科二批,453
839,2019,贵州,文科,专科,180
840,2019,云南,理科,本科一批,535
841,2019,云南,理科,本科二批,435
842,2019,云南,理科,专科,200
843,2019,云南,文科,本科一批,560
844,2019,云南,文科,本科二批,480
845,2019,云南,文科,专科,200
846,2019,西藏,理科,重点本科少数民族,325
847,2019,西藏,理科,重点本科汉族,425
848,2019,西藏,理科,普通本科少数民族,283
849,2019,西藏,理科,普通本科汉族,320
850,2019,西藏,理科,专科少数民族,205
851,2019,西藏,理科,专科汉族,205
852,2019,西藏,文科,重点本科少数民族,350
853,2019,西藏,文科,重点本科汉族,420
854,2019,西藏,文科,普通本科少数民族,300
855,2019,西藏,文科,普通本科汉族,320
856,2019,西藏,文科,专科少数民族,155
857,2019,西藏,文科,专科汉族,155
858,2019,青海,理科,本科一批,407
859,2019,青海,理科,本科二批,376
860,2019,青海,理科,本科三批,348
861,2019,青海,理科,专科,160
862,2019,青海,文科,本科一批,488
863,2019,青海,文科,本科二批,444
864,2019,青海,文科,本科三批,405
865,2019,青海,文科,专科,160
866,2019,宁夏,理科,本科一批,457
867,2019,宁夏,理科,本科二批,381
868,2019,宁夏,理科,专科,200
869,2019,宁夏,理科,国家专项计划,457
870,2019,宁夏,理科,地方专项计划,457
871,2019,宁夏,文科,本科一批,538
872,2019,宁夏,文科,本科二批,455
873,2019,宁夏,文科,专科,200
874,2019,宁夏,文科,国家专项计划,538
875,2019,宁夏,文科,地方专项计划,538
876,2019,新疆,理科,本科一批,450
877,2019,新疆,理科,本科二批,326
878,2019,新疆,理科,专科,180
879,2019,新疆,文科,本科一批,510
880,2019,新疆,文科,本科二批,387
881,2019,新疆,文科,专科,180
882,2019,江西,理科,本科一批,522
883,2019,江西,理科,本科二批,449
884,2019,江西,理科,专科,160
885,2019,江西,文科,本科一批,558
886,2019,江西,文科,本科二批,502
887,2019,江西,文科,专科,160
888,2019,,------,,0
889,2018,北京,理科,本科一批,532
890,2018,北京,理科,本科二批,432
891,2018,北京,理科,艺术类理科,300
892,2018,北京,理科,专科提前批,150
893,2018,北京,文科,本科一批,576
894,2018,北京,文科,本科二批,488
895,2018,北京,文科,艺术类文科,340
896,2018,北京,文科,专科提前批,150
897,2018,天津,理科,本科批,407
898,2018,天津,文科,本科批,436
899,2018,辽宁,理科,本科批,368
900,2019,西藏,理科,专科少数民族,205
901,2019,西藏,理科,专科汉族,205
902,2019,西藏,文科,重点本科少数民族,350
903,2019,西藏,文科,重点本科汉族,420
904,2019,西藏,文科,普通本科少数民族,300
905,2019,西藏,文科,普通本科汉族,320
906,2019,西藏,文科,专科少数民族,155
907,2019,西藏,文科,专科汉族,155
908,2019,青海,理科,本科一批,407
909,2019,青海,理科,本科二批,376
910,2019,青海,理科,本科三批,348
911,2019,青海,理科,专科,160
912,2019,青海,文科,本科一批,488
913,2019,青海,文科,本科二批,444
914,2019,青海,文科,本科三批,405
915,2019,青海,文科,专科,160
916,2019,宁夏,理科,本科一批,457
917,2019,宁夏,理科,本科二批,381
918,2019,宁夏,理科,专科,200
919,2019,宁夏,理科,国家专项计划,457
920,2019,宁夏,理科,地方专项计划,457
921,2019,宁夏,文科,本科一批,538
922,2019,宁夏,文科,本科二批,455
923,2019,宁夏,文科,专科,200
924,2019,宁夏,文科,国家专项计划,538
925,2019,宁夏,文科,地方专项计划,538
926,2019,新疆,理科,本科一批,450
927,2019,新疆,理科,本科二批,326
928,2019,新疆,理科,专科,180
929,2019,新疆,文科,本科一批,510
930,2019,新疆,文科,本科二批,387
931,2019,新疆,文科,专科,180
932,2019,江西,理科,本科一批,522
933,2019,江西,理科,本科二批,449
934,2019,江西,理科,专科,160
935,2019,江西,文科,本科一批,558
936,2019,江西,文科,本科二批,502
937,2019,江西,文科,专科,160
938,2019,,------,,0
939,2018,北京,理科,本科一批,532
940,2018,北京,理科,本科二批,432
941,2018,北京,理科,艺术类理科,300
942,2018,北京,理科,专科提前批,150
943,2018,北京,文科,本科一批,576
944,2018,北京,文科,本科二批,488
945,2018,北京,文科,艺术类文科,340
946,2018,北京,文科,专科提前批,150
947,2018,天津,理科,本科批,407
948,2018,天津,文科,本科批,436
949,2018,辽宁,理科,本科批,368
950,2018,辽宁,理科,自主招生批,517
951,2018,辽宁,文科,本科批,461
952,2018,辽宁,文科,自主招生批,553
953,2018,吉林,理科,本科一批,533
954,2018,吉林,理科,本科二批,405
955,2018,吉林,理科,本科三批,283
956,2018,吉林,文科,本科一批,542
957,2018,吉林,文科,本科二批,432
958,2018,吉林,文科,本科三批,316
959,2018,黑龙江,理科,本科一批,472
960,2018,黑龙江,理科,本科二批,353
961,2018,黑龙江,文科,本科一批,490
962,2018,黑龙江,文科,本科二批,406
963,2018,上海,其他,本科批,401
964,2018,上海,其他,自主招生批,502
965,2018,江苏,理科,本科一批,336
966,2018,江苏,理科,本科二批,285
967,2018,江苏,文科,本科一批,337
968,2018,江苏,文科,本科二批,281
969,2018,浙江,其他,第一段,588
970,2018,浙江,其他,第二段,490
971,2018,浙江,其他,第三段,344
972,2018,安徽,理科,本科一批,505
973,2018,安徽,理科,本科二批,432
974,2018,安徽,理科,专科,200
975,2018,安徽,文科,本科一批,550
976,2018,安徽,文科,本科二批,486
977,2018,安徽,文科,专科,200
978,2018,福建,理科,本科一批,490
979,2018,福建,理科,本科二批,378
980,2018,福建,理科,专科,258
981,2018,福建,文科,本科一批,551
982,2018,福建,文科,本科二批,446
983,2018,福建,文科,专科,362
984,2018,山东,理科,普通批,435
985,2018,山东,理科,自主招生批,517
986,2018,山东,文科,普通批,505
987,2018,山东,文科,自主招生批,550
988,2018,湖北,理科,本科一批,512
989,2018,湖北,理科,本科二批,375
990,2018,湖北,理科,专科,200
991,2018,湖北,文科,本科一批,561
992,2018,湖北,文科,本科二批,441
993,2018,湖北,文科,专科,200
994,2018,湖南,理科,本科一批,513
995,2018,湖南,理科,本科二批,450
996,2018,湖南,理科,本科三批,409
997,2018,湖南,理科,专科,200
998,2018,湖南,文科,本科一批,569
999,2018,湖南,文科,本科二批,526
1000,2019,宁夏,文科,地方专项计划,538
1001,2019,新疆,理科,本科一批,450
1002,2019,新疆,理科,本科二批,326
1003,2019,新疆,理科,专科,180
1004,2019,新疆,文科,本科一批,510
1005,2019,新疆,文科,本科二批,387
1006,2019,新疆,文科,专科,180
1007,2019,江西,理科,本科一批,522
1008,2019,江西,理科,本科二批,449
1009,2019,江西,理科,专科,160
1010,2019,江西,文科,本科一批,558
1011,2019,江西,文科,本科二批,502
1012,2019,江西,文科,专科,160
1013,2019,,------,,0
1014,2018,北京,理科,本科一批,532
1015,2018,北京,理科,本科二批,432
1016,2018,北京,理科,艺术类理科,300
1017,2018,北京,理科,专科提前批,150
1018,2018,北京,文科,本科一批,576
1019,2018,北京,文科,本科二批,488
1020,2018,北京,文科,艺术类文科,340
1021,2018,北京,文科,专科提前批,150
1022,2018,天津,理科,本科批,407
1023,2018,天津,文科,本科批,436
1024,2018,辽宁,理科,本科批,368
1025,2018,辽宁,理科,自主招生批,517
1026,2018,辽宁,文科,本科批,461
1027,2018,辽宁,文科,自主招生批,553
1028,2018,吉林,理科,本科一批,533
1029,2018,吉林,理科,本科二批,405
1030,2018,吉林,理科,本科三批,283
1031,2018,吉林,文科,本科一批,542
1032,2018,吉林,文科,本科二批,432
1033,2018,吉林,文科,本科三批,316
1034,2018,黑龙江,理科,本科一批,472
1035,2018,黑龙江,理科,本科二批,353
1036,2018,黑龙江,文科,本科一批,490
1037,2018,黑龙江,文科,本科二批,406
1038,2018,上海,其他,本科批,401
1039,2018,上海,其他,自主招生批,502
1040,2018,江苏,理科,本科一批,336
1041,2018,江苏,理科,本科二批,285
1042,2018,江苏,文科,本科一批,337
1043,2018,江苏,文科,本科二批,281
1044,2018,浙江,其他,第一段,588
1045,2018,浙江,其他,第二段,490
1046,2018,浙江,其他,第三段,344
1047,2018,安徽,理科,本科一批,505
1048,2018,安徽,理科,本科二批,432
1049,2018,安徽,理科,专科,200
1050,2018,安徽,文科,本科一批,550
1051,2018,安徽,文科,本科二批,486
1052,2018,安徽,文科,专科,200
1053,2018,福建,理科,本科一批,490
1054,2018,福建,理科,本科二批,378
1055,2018,福建,理科,专科,258
1056,2018,福建,文科,本科一批,551
1057,2018,福建,文科,本科二批,446
1058,2018,福建,文科,专科,362
1059,2018,山东,理科,普通批,435
1060,2018,山东,理科,自主招生批,517
1061,2018,山东,文科,普通批,505
1062,2018,山东,文科,自主招生批,550
1063,2018,湖北,理科,本科一批,512
1064,2018,湖北,理科,本科二批,375
1065,2018,湖北,理科,专科,200
1066,2018,湖北,文科,本科一批,561
1067,2018,湖北,文科,本科二批,441
1068,2018,湖北,文科,专科,200
1069,2018,湖南,理科,本科一批,513
1070,2018,湖南,理科,本科二批,450
1071,2018,湖南,理科,本科三批,409
1072,2018,湖南,理科,专科,200
1073,2018,湖南,文科,本科一批,569
1074,2018,湖南,文科,本科二批,526
1075,2018,湖南,文科,本科三批,486
1076,2018,湖南,文科,专科,200
1077,2018,广东,理科,本科批,376
1078,2018,广东,理科,高分优先投档线,500
1079,2018,广东,理科,专科,205
1080,2018,广东,文科,本科批,443
1081,2018,广东,文科,高分优先投档线,550
1082,2018,广东,文科,专科,215
1083,2018,重庆,理科,本科一批,524
1084,2018,重庆,理科,本科二批,428
