name,rank,point,date
Persepolis,375,1464,2016-1
Persepolis,366,1468,2016-2
Persepolis,352,1472,2016-3
Persepolis,338,1478,2016-4
Persepolis,320,1486,2016-5
Persepolis,321,1486,2016-6
Persepolis,304,1491,2016-7
Persepolis,291,1495,2016-8
Persepolis,259,1503,2016-9
Persepolis,251,1510,2016-10
Persepolis,242,1508,2016-11
Persepolis,246,1512,2016-12
Persepolis,206,1530,2017-1
Persepolis,190,1540,2017-2
Persepolis,190,1538,2017-3
Persepolis,196,1537,2017-4
Persepolis,200,1533,2017-5
Persepolis,176,1546,2017-6
Persepolis,171,1549,2017-7
Persepolis,155,1558,2017-8
Persepolis,153,1560,2017-9
Persepolis,135,1574,2017-10
Persepolis,138,1574,2017-11
Persepolis,122,1585,2017-12
Persepolis,132,1584,2018-1
Persepolis,121,1589,2018-2
Persepolis,123,1592,2018-3
Persepolis,137,1583,2018-4
Persepolis,144,1575,2018-5
Persepolis,145,1575,2018-6
Persepolis,142,1579,2018-7
Persepolis,155,1568,2018-8
Persepolis,139,1584,2018-9
Persepolis,123,1597,2018-10
Persepolis,152,1571,2018-11
Persepolis,147,1575,2018-12
Persepolis,152,1575,2019-1
Persepolis,149,1571,2019-2
Persepolis,155,1567,2019-3
Persepolis,140,1573,2019-4
Persepolis,145,1574,2019-5
Persepolis,144,1574,2019-6
Persepolis,142,1574,2019-7
Persepolis,152,1570,2019-8
Persepolis,165,1566,2019-9
Persepolis,165,1562,2019-10
Persepolis,173,1557,2019-11
Persepolis,133,1575,2019-12
Persepolis,135,1575,Today
Kawasaki Frontale,545,1416,2010-1
Kawasaki Frontale,570,1408,2010-2
Kawasaki Frontale,639,1396,2010-3
Kawasaki Frontale,563,1411,2010-4
Kawasaki Frontale,563,1409,2010-5
Kawasaki Frontale,566,1409,2010-6
Kawasaki Frontale,581,1407,2010-7
Kawasaki Frontale,548,1417,2010-8
Kawasaki Frontale,562,1411,2010-9
Kawasaki Frontale,546,1420,2010-10
Kawasaki Frontale,554,1418,2010-11
Kawasaki Frontale,552,1418,2010-12
Kawasaki Frontale,552,1418,2011-1
Kawasaki Frontale,551,1418,2011-2
Kawasaki Frontale,534,1422,2011-3
Kawasaki Frontale,567,1411,2011-4
Kawasaki Frontale,543,1421,2011-5
Kawasaki Frontale,466,1443,2011-6
Kawasaki Frontale,533,1425,2011-7
Kawasaki Frontale,612,1401,2011-8
Kawasaki Frontale,675,1392,2011-9
Kawasaki Frontale,671,1392,2011-10
Kawasaki Frontale,649,1399,2011-11
Kawasaki Frontale,673,1394,2011-12
Kawasaki Frontale,675,1394,2012-1
Kawasaki Frontale,665,1394,2012-2
Kawasaki Frontale,625,1401,2012-3
Kawasaki Frontale,708,1386,2012-4
Kawasaki Frontale,629,1401,2012-5
Kawasaki Frontale,650,1398,2012-6
Kawasaki Frontale,646,1400,2012-7
Kawasaki Frontale,681,1391,2012-8
Kawasaki Frontale,660,1395,2012-9
Kawasaki Frontale,698,1388,2012-10
Kawasaki Frontale,611,1403,2012-11
Kawasaki Frontale,607,1404,2012-12
Kawasaki Frontale,610,1404,2013-1
Kawasaki Frontale,603,1404,2013-2
Kawasaki Frontale,678,1390,2013-3
Kawasaki Frontale,695,1388,2013-4
Kawasaki Frontale,585,1409,2013-5
Kawasaki Frontale,584,1409,2013-6
Kawasaki Frontale,549,1418,2013-7
Kawasaki Frontale,541,1420,2013-8
Kawasaki Frontale,519,1426,2013-9
Kawasaki Frontale,511,1429,2013-10
Kawasaki Frontale,454,1447,2013-11
Kawasaki Frontale,421,1451,2013-12
Kawasaki Frontale,421,1451,2014-1
Kawasaki Frontale,408,1455,2014-2
Kawasaki Frontale,467,1444,2014-3
Kawasaki Frontale,350,1470,2014-4
Kawasaki Frontale,351,1472,2014-5
Kawasaki Frontale,350,1472,2014-6
Kawasaki Frontale,289,1494,2014-7
Kawasaki Frontale,310,1487,2014-8
Kawasaki Frontale,298,1491,2014-9
Kawasaki Frontale,329,1477,2014-10
Kawasaki Frontale,380,1464,2014-11
Kawasaki Frontale,361,1469,2014-12
Kawasaki Frontale,360,1469,2015-1
Kawasaki Frontale,356,1469,2015-2
Kawasaki Frontale,354,1469,2015-3
Kawasaki Frontale,354,1470,2015-4
Kawasaki Frontale,385,1461,2015-5
Kawasaki Frontale,347,1472,2015-6
Kawasaki Frontale,327,1481,2015-7
Kawasaki Frontale,415,1454,2015-8
Kawasaki Frontale,355,1472,2015-9
Kawasaki Frontale,356,1469,2015-10
Kawasaki Frontale,350,1474,2015-11
Kawasaki Frontale,347,1474,2015-12
Kawasaki Frontale,347,1474,2016-1
Kawasaki Frontale,331,1481,2016-2
Kawasaki Frontale,312,1489,2016-3
Kawasaki Frontale,279,1499,2016-4
Kawasaki Frontale,248,1509,2016-5
Kawasaki Frontale,232,1516,2016-6
Kawasaki Frontale,180,1539,2016-7
Kawasaki Frontale,205,1529,2016-8
Kawasaki Frontale,201,1527,2016-9
Kawasaki Frontale,196,1530,2016-10
Kawasaki Frontale,213,1523,2016-11
Kawasaki Frontale,217,1523,2016-12
Kawasaki Frontale,216,1523,2017-1
Kawasaki Frontale,210,1527,2017-2
Kawasaki Frontale,233,1519,2017-3
Kawasaki Frontale,234,1517,2017-4
Kawasaki Frontale,157,1560,2017-5
Kawasaki Frontale,150,1566,2017-6
Kawasaki Frontale,153,1561,2017-7
Kawasaki Frontale,133,1576,2017-8
Kawasaki Frontale,133,1574,2017-9
Kawasaki Frontale,115,1584,2017-10
Kawasaki Frontale,103,1592,2017-11
Kawasaki Frontale,107,1594,2017-12
Kawasaki Frontale,114,1594,2018-1
Kawasaki Frontale,128,1582,2018-2
Kawasaki Frontale,148,1570,2018-3
