"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"柬埔寨","KHM","GDP（现价美元）","NY.GDP.MKTP.CD","637142865.714286","642857134.285714","660000008.571429","728571437.142857","782857128.571429","868571428.571429","914285714.285714","962857134.285714","1065714248.57143","978873232.394366","718401157.724163","969911421.394181","505549441.375077","702899155.982033","588443893.689773","","","","","","","","","","","","","","","","","","","2533727592.04165","2791435272.26653","3441205692.9166","3506695719.57259","3443413388.6909","3120425502.58253","3517242477.2285","3677897739.07628","3984000517.02345","4284028482.53766","4658246918.27092","5337833248.03924","6293046161.83262","7274595706.67154","8639235842.18075","10351914093.1723","10401851850.6108","11242275198.9783","12829541141.0127","14054443213.4639","15227991395.2201","16702610842.4025","18049954289.4229","20016747754.0192","22177200511.5811","24571753583.4922","",
"基里巴斯","KIR","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","14295279.5446937","15278632.4786325","18936526.9461078","31710657.7257811","85637174.3722131","55081816.9917528","41109617.4996945","38748059.4366822","45210026.3248255","42620165.4370668","38715554.5433842","41369800.0459664","40572066.1324678","37837837.8378378","41246160.596753","32125148.4042182","32085561.4973262","33608738.2719507","42972107.1958747","41119721.651115","39809538.6776989","47515189.2818196","47737955.346651","46919624.6430029","54832577.8622606","56338028.1690141","66515376.7900462","67537479.5903221","65334841.0604347","69032258.0645161","67254174.3970315","63101272.3699183","72196457.6768445","90231856.8000519","102367039.270481","112133944.253532","110234939.759036","132671742.950381","141042610.300285","132420059.273124","156120895.248578","181705002.578649","190243321.598675","185113921.606488","179703443.302686","171117872.436331","178328873.030033","185572501.532802","188284518.828452","",
"圣基茨和尼维斯","KNA","GDP（现价美元）","NY.GDP.MKTP.CD","12366563.6119699","12483229.3064224","12541562.1536487","12833226.3897801","13416554.8620428","13593932.3220537","14469078.1796966","16742338.2519864","14600000","15850000","16300000","19624746.4503043","22944849.1155047","24196018.3767228","31514856.3078422","33364055.2995392","30095602.2944551","44496737.7777778","49433941.4814815","58840662.5925926","68459214.0740741","80890204.8148148","86021798.5185185","86875571.4814815","98603924.8148148","111008962.222222","130684579.62963","147748773.333333","172692174.444444","192517321.851852","217258907.777778","220539507.407407","242135418.148148","263754660.37037","295157658.148148","313483384.814815","333946095.555556","374640295.109925","383257144.922701","406597034.441849","433520494.939384","475443712.230749","497328946.724502","486344351.017684","529250459.259259","577730934.074074","657227386.666667","723938700.37037","793368441.007407","767066391.818518","766785071.244444","818728133.003704","800392821.222222","849496203.911111","916857359.52963","936314411.47037","958973183.222222","992007403.125926","1039875050.37037","",
"大韩民国","KOR","GDP（现价美元）","NY.GDP.MKTP.CD","3957240260.5632","2417638423.22215","2813856976.37299","3988476878.75723","3458565256.57027","3120495495.4955","3928281860.39655","4854724234.80704","6117115488.88487","7675943920.04442","8999227202.47295","9889961111.91128","10842220468.8335","13841885920.8676","19482038222.8595","21704752066.1157","29779338842.9752","38265082644.6281","51700619834.7107","66567975206.6116","64980820835.3226","72425590649.4574","77773431088.253","87024427972.9294","96597434179.5082","100273097170.18","115537126325.94","146133338196.141","196964195387.371","243526047716.915","279349355713.801","325734233312.879","350051111253.443","386302839273.923","455602962225.403","556130926912.754","598099073901.423","557503074772.151","374241351752.483","485248229336.653","561633125839.994","533052076313.527","609020054512.465","680520724062.403","764880644710.649","898137194716.188","1011797457138.5","1122679154632.41","1002219052967.54","901934953364.711","1094499338702.72","1202463682633.85","1222807284485.31","1305604981271.91","1411333926201.24","1382764027113.82","1414804158515.26","1530750923148.7","1619423701169.63","",
"科威特","KWT","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","2097451694.2033","2391486978.43741","2441893027.16326","2663119574.34892","2769532343.88127","2873984878.18538","3880370401.57259","4451200972.9401","5408293998.65138","13004774556.6166","12024138275.8621","13131668946.6484","14135729588.2763","15500908760.4507","24746019536.903","28638550499.4451","25056672166.4275","21577977770.059","20869434305.3173","21697297872.3404","21442619680.8511","17903681693.0489","22365734481.5213","20692472759.8566","24312117767.1886","18427777777.7778","11008793176.2223","19858555214.7239","23941391390.7285","24848483838.3838","27191689008.0429","31493987641.9506","30354434553.2476","25941929461.9423","30121879434.954","37711864406.7797","34890772742.0933","38137545245.1464","47875838926.1745","59440108585.0017","80797945205.4795","101550654720.882","114641097818.438","147395833333.333","105899930507.297","115419050942.08","154027536231.884","174070025008.932","174161142454.161","162631412508.784","114567298105.683","109420059582.92","119551599076.822","141677814569.536","",
"拉丁美洲与加勒比海地区（不包括高收入）","LAC","GDP（现价美元）","NY.GDP.MKTP.CD","73151522198.0891","76524296012.9825","87601060226.1783","88011983877.5782","98265109426.5106","105186423121.432","115235605561.664","118357736873.132","127912586668.453","142670939455.295","155221663095.508","172342385221.745","194963588263.664","254726951414.244","339398044870.226","364895182445.348","404275059140.21","441276608105.165","500551812253.891","592896655155.104","709829063567.046","819333796367.37","767578184835.545","677040151067.87","682596196178.397","705501097566.392","709019114854.277","744562045205.951","842342053696.665","920288297286.948","1083284342722.61","1344489663933.72","1251872005361.98","1448798458495.5","1658474930973.07","1755356887700.61","1902761231696.13","2085058220877.64","2099481346655.74","1877181244922.34","2082504909038.6","2033378088396.85","1809035130826.94","1841474102574.35","2118651764804.28","2574876152177.99","3022671923224.93","3585702739430.15","4198034291231.18","3933625483328.37","4904606932154.93","5584687674430.54","5621553055485.71","5748382922892.87","5882790470977.05","4997012843036.87","4857776801085.38","5405037342852.1","5193396903833.44","",
"老挝","LAO","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","1757142805.71429","2366666615.55556","1776842041.05263","1087273103.69639","598961269.297879","714046821.093797","865559856.1639","1028087972.31085","1127806944.61513","1327748654.65969","1543606345.11684","1763536304.53964","1873671550.34636","1747011857.33107","1280177838.71905","1454430642.49183","1731198022.45494","1768619058.34647","1758176653.07746","2023324407.30316","2366398119.8821","2735558726.25625","3452882514.00166","4222962987.53859","5443915120.50795","5832915387.08908","7127792629.58294","8749241114.18913","10191350119.6808","11942230508.334","13268458231.9284","14390391264.2607","15805707154.2329","16853087485.4118","18130724396.3364","",
"黎巴嫩","LBN","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3313540067.93246","2717998687.71002","2838485353.96187","4690415092.53663","5843579160.90122","7941744492.1211","9599127049.9375","11718795528.4939","13690217333.2697","15751867489.4446","17247179005.5219","17391056369.2265","17260364842.4544","17649751243.7811","19152238805.9701","20082918739.6352","21145518599.8673","21489962079.602","22048664306.2023","24873482491.675","29227542759.602","35477299023.8806","38419626533.9967","40075674295.1907","44230727694.859","46866579767.8275","48296099502.4876","49973893200.6633","51239050082.9187","53393799668.325","56639155555.5556","",
"利比里亚","LBR","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","874000000","906000000","927000000","748000000","897000000","949000000","1119000000","1373000000","1726000000","1768000000","1998000000","2398000000","2721000000","3067000000","3144000000","3177000000","3277826000","3285455000","3249000000","",
"利比亚","LBY","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28901836158.1921","31995012468.8279","33881392045.4545","30657030223.3903","28607921928.8175","25544128198.9955","27884615384.6154","30698633109.1343","27249786142.0017","35976714100.9056","38270206950.41","34110064452.1567","20481889763.7795","26265625000","33122307692.3077","47334148578.4164","54961936662.6066","67516236337.7158","87140405361.2292","63028320702.0343","74773444900.5368","34699395523.6073","81873662518.8238","65502870173.7831","41142722414.3351","27842131479.8726","26221660067.6697","38115981878.5647","48319620013.078","",
"圣卢西亚","LCA","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","92546835.9259259","107827737.407407","130475734.444444","154461345.185185","177541041.481481","193148724.074074","208178548.888889","229371734.074074","254459434.444444","304169848.148148","335887283.703704","384376809.62963","435493044.074074","518433324.814815","548819074.074074","602911074.074074","612538814.814815","638422518.518518","682370000","705672777.777778","721068259.259259","784752481.481482","824732888.888889","834327296.296296","798333814.814815","805069148.148148","883314333.333333","954317407.407407","1015934666.66667","1134567222.22222","1279428222.22222","1286720333.33333","1278745518.51852","1399203481.48148","1444269666.66667","1437879370.37037","1481132148.14815","1542406296.2963","1640925666.66667","1688244703.7037","1810139888.88889","1876189777.77778","",
"拉丁美洲与加勒比海地区","LCN","GDP（现价美元）","NY.GDP.MKTP.CD","81565903441.8461","86359716456.7515","98783719063.8261","99694830662.0759","111098331108.909","118439031787.985","129903917602.082","133326445950.314","143599791791.911","160810810704.896","175071035102.951","195615117884.728","219740143990.978","287801878039.306","374033795340.455","391671560201.435","435125044340.445","478237747719.787","542951074061.684","647306451890.903","779588642794.659","898983453972.667","838671751679.881","739244129762.939","746420837980.004","768852209952.423","774460413571.5","817561849917.264","921828566820.827","1006296671041.03","1178166874370.62","1449485344516.14","1369927204648.79","1575484838602.26","1800205595450.76","1919636489927.56","2077237385814.28","2277266787746.16","2297915055244.36","2073279888299.07","2286930519732.8","2237512350937.42","2007714754373.6","2051191419284.12","2363958082179.67","2858100756633.53","3350771445882.55","3947928508462.87","4588436486040.13","4312105501412.17","5347162175796.48","6080012753550.91","6143036728395.19","6294625532171.87","6416225701699.74","5517742948141.7","5387475015449.07","5970989904971.93","5787292630122.98","",
"最不发达国家：联合国分类","LDC","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","116205227874.893","117658054835.841","117174379003.154","110084215612.734","109713635759.849","122662608853.018","133399431086.12","145882171443.579","150758130848.53","154415994267.428","161029304757.449","162746500154.703","147637402595.856","147186781620.4","136821486972.932","156101446534.603","171697822071.563","181353235017.823","185696005804.861","187874888788.193","212740581387.257","202798576024.992","220225301041.279","249922407262.153","286985722255.404","337138215603.299","394769204228.457","472886038254.431","587171215385.522","585597465468.025","672657292013.901","772120609923.651","824528499166.106","892693870403.796","970016256292.325","960498455546.799","960780035516.06","1078897293216.62","1053134397080.74","",
"低收入国家","LIC","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95928350185.1557","94031484552.0454","102220650299.739","106567387434.239","96647876654.0149","95897147248.2672","78500474578.129","89456161732.5843","101536982129.758","106964656831.445","114077455664.444","115649658526.065","137976985614.59","129270792656.607","137584168889.109","149520045347.202","171703760023.987","197010440926.034","221957643010.035","267104625629.813","327077551746.733","335063155444.682","368434174244.395","412389209537.131","445017519259.077","487071447752.522","524078350009.157","517632917094.299","494529621992.603","527887616045.976","573349332215.685","",
"列支敦士登","LIE","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","90098330.6654471","104888628.171944","124941925.010473","165930611.729019","193983720.461869","246387479.177159","272493879.020643","303496276.263782","436918176.733781","503180669.994587","534701915.617354","511658690.561043","522090331.478107","524034109.856605","502617355.407073","529078995.563876","779365167.602424","1052843347.63948","1161757671.01756","1120000916.92646","1421466239.56234","1484152022.3152","1631197909.259","1673104493.77369","1948118227.68151","2428461395.34884","2504033252.42718","2298410390.68421","2479721340.8746","2664026095.06058","2483953102.79488","2491822706.80256","2688630822.53304","3070691319.52179","3454362685.96703","3659251525.8593","4000239272.61126","4601299566.81106","5081432924.0144","4504549214.22663","5082366478.08994","5739977477.47748","5456009384.66461","6391735893.83968","6657170923.37918","6268391521.19701","6214633651.30911","","","",
"斯里兰卡","LKA","GDP（现价美元）","NY.GDP.MKTP.CD","1409873949.57983","1444327731.09244","1434156378.60082","1240672268.90756","1309747899.15966","1698319327.73109","1751470588.23529","1859465020.57613","1801344537.81513","1965546218.48739","2296470588.23529","2369308600.33727","2553936348.40871","2875625000","3574586466.16541","3791298145.50642","3591319857.31272","4104509582.86359","2733183856.50224","3364611432.24149","4024621899.57653","4415844155.84416","4768765016.81884","5167913302.16745","6043474842.76729","5978460972.01767","6405210563.88294","6682167119.56522","6978371581.26375","6987267683.77254","8032551173.24014","9000362581.58086","9703011635.86585","10338679635.7616","11717604208.8223","13029697560.9756","13897738375.2488","15091913883.7091","15794972847.1683","15656327859.5696","16330814179.9766","15749753804.8344","16536535647.0834","18881765437.2151","20662525941.2986","24405791044.7761","28279814924.5918","32350248410.8216","40713812309.7316","42066217871.5349","56725749221.9043","65292753005.4664","68434409315.1123","74317806538.3632","79356449840.5771","80604080688.5775","82401038709.5356","88019706803.834","88900770857.6351","",
"中低等收入国家","LMC","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","131335493407.561","118670680774.031","126565924014.637","135903213048.592","151116452237.176","167311602994.169","173898878154.42","185112009788.262","221060136723.951","281788678296.6","311827653615.389","336586493203.544","384755294862.033","432865120312.308","493442060468.725","611365115904.88","761963870792.07","757057533640.712","705041426259.727","681302387858.49","718717850493.039","743570548935.96","807684225672.165","840778264768.93","846748020558.246","908974611246.313","867268254228.808","904544970991.575","908014642097.752","990863433926.493","1111477008789.2","1217765346499.73","1255256030355.16","1131207498907.92","1231061418417.41","1292546803055.69","1309633849658.81","1413171315231.28","1621656196590.36","1861286928582.84","2158137424504.53","2592282288330.26","3177011935888.98","3560010071485.11","3645471589052.63","4462020711439.79","5039221584981.71","5287092922777.45","5521874030996.19","5826965731799.72","5784352356553.79","6023987416728.54","6521854050234.46","6707523521117.74","",
"中低收入国家","LMY","GDP（现价美元）","NY.GDP.MKTP.CD","330861763917.007","318600585908.543","332478388972.24","358206683082.729","398573115727.429","439177347422.647","454555401028.541","467027748421.452","493811978756.132","551749672398.952","605341531971.92","652857839995.716","729876482152.511","922866447285.917","1179248959010.05","1303845563848.53","1410432670088.27","1586002615204.9","1721658973151.87","2047766998111.09","2403224429427.52","2709604483143.75","2679922950041.67","2593290978013.69","2620861140781.18","2762222168518.1","2858571711510.93","2925187845940.12","3144641875188.83","3244526172303.44","3692019428716.97","3933174601745.85","3888149131757.78","4132550898204.69","4474005938161.69","5009057225265.1","5467384835339.59","5786039617083.45","5620111798444.23","5484762235282.19","5985797608183.47","6055868637597.53","6181101864046.22","6964185452030.11","8269354790875.17","9865145978853.6","11744315615001.4","14551708478638.6","17468072746625","17053403989459.8","20688552311327.8","24427619506405.7","26063059453595.2","27620223467883.4","28651848468302.9","27169208461257.4","27267128269201","29913593629968.4","31716818519203.7","",
"莱索托","LSO","GDP（现价美元）","NY.GDP.MKTP.CD","34579308.4138317","35699286.0142797","41859162.8167437","47039059.2188156","51938961.2207756","54878902.4219516","56698866.0226795","59260814.7837043","61444771.1045779","65966680.6663867","68738625.2274955","76482102.9082774","80915831.9240276","121181556.195965","150846210.448859","149560513.860717","147654093.836247","193307267.709292","266559337.626495","290142517.814727","431561376.476631","434188034.188034","348746822.619267","386699308.859169","333158476.24212","268626912.549917","318862888.402626","402774852.652259","470389179.678909","495404888.092424","596415104.549144","704329192.771521","831033941.093969","835592802.276831","878250450.602681","1001889856.91048","946123275.88212","997996028.645833","928458205.958432","912771290.61298","887295267.875155","825706961.238689","775780697.676625","1157832934.55127","1511236655.52047","1682350934.85132","1800105589.60349","1716262753.00196","1758534994.91599","1773199523.2307","2361613519.64159","2787951880.56906","2678475773.44702","2526009062.56797","2614566292.25907","2510312801.2603","2323419617.12079","2578265355.71255","2791762880.25884","",
"後期人口紅利","LTE","GDP（现价美元）","NY.GDP.MKTP.CD","183061047521.465","169041324580.202","177347386881.826","192213030198.235","212037969291.718","236501537215.115","262597831064.591","265273328167.961","270794236964.385","302616049105.328","343783661608.344","382780595435.184","439259650868.73","558084295384.574","657251583017.66","722260164109.831","788041705761.712","914764764334.384","953097415254.24","1138824821899.7","1290913123096.68","1368386571595.86","1400088265402.6","1293705033715.18","1362078206192.98","1456040195123.92","1548564126717.56","1632273522785.52","1798184307190.2","1905411020030.49","2033422680523.2","2238945787502.21","2089624400346.67","2167795415767.6","2469472874317.83","3017282605582.06","3326521557875.68","3482397750784.27","3352587930539.97","3097524613620.62","3402210697548.39","3516195968048.89","3724771018143.04","4245070685262.11","5104556621725.79","6162863040522.77","7437889799089.61","9371138694088.05","11650674845461","11259792367039.9","13503834443038.7","16461185830294.5","17608126962516.3","18982109187439.4","19662078775687.1","18417470784005.1","18418345279120.1","20361112227195.4","22170288242255.8","",
"立陶宛","LTU","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7870782260.51698","8385109020.28485","10120274492.8787","11240360897.7126","10972878636.1675","11539211480.3625","12252498921.0186","14278357283.7419","18802576988.1557","22649930576.2543","26125575942.2814","30216060233.4044","39738180076.6283","47850551148.8365","37440673477.8982","37120517693.8622","43476873412.803","42848195256.2142","46417340374.5203","48516371720.8346","41516701871.248","42973365745.2891","47544459558.9514","53251369047.3762","",
"卢森堡","LUX","GDP（现价美元）","NY.GDP.MKTP.CD","703925705.942958","704145671.350213","741509480.796284","791140595.772755","903158753.943622","921600736.304026","968440149.470951","974721762.535327","1066447130.82052","1234878980.502","1509155062.52521","1572310771.77053","1968733021.7212","2701874663.63072","3295861019.05551","3233431611.27564","3544268025.07837","3922895891.95273","4884869091.84066","5711457760.04403","6232005655.95255","5231808670.14342","4764549532.05015","4683697830.37475","4594891580.56409","4738559684.76119","6921264132.20155","8614215559.15721","9750161053.209","10391504709.2547","13229247947.8513","14321878795.0384","16065740777.9172","16486900186.5672","18325791415.4811","21588170498.0843","21776609771.987","19731912494.3617","20209122027.1171","22235929043.2559","21263514833.2412","21272418791.9463","23616328816.1114","29557325056.4334","34685281847.5292","37347394602.6614","42414308116.9239","50888134410.0739","55849686538.7432","51370543206.4462","53212476812.2957","60004630234.4135","56677961787.0717","61739352212.3049","66103853236.7572","57204400105.015","58961235412.2227","62316359824.1281","69487922619.3401","",
"拉脱维亚","LVA","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5788368511.12379","5970044665.64574","6525676264.21486","7174985106.63648","7533187605.09248","7937758980.30127","8350252966.19655","9546441564.34743","11748433157.0533","14373269155.7174","16922504044.804","21447021570.1028","30901399261.387","35596016664.2304","26169854045.0375","23757368290.0955","28223552824.7508","28119996053.2511","30254677296.9181","31335013751.5424","26972863393.6384","27695474684.447","30463302413.7289","34849078085.6672","",
"中国澳门特别行政区","MAC","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","1130457130.00739","1121486562.52512","1292281653.68246","1348827324.09861","1517496131.38322","1941246972.45874","2269233639.28065","2683254708.17411","3220920084.77746","3735117374.41125","4879018601.90911","5625533410.31176","6265844252.10105","6996034036.99892","7122539666.59972","7211264780.00828","6742367273.27418","6490571703.85015","6720492405.83611","6811227982.82193","7322677820.10108","8195033162.12038","10585624890.9277","12092222041.9168","14789661809.1834","18340447242.9971","20917444919.6394","21475520709.3922","28123640998.7253","36709860068.3445","43031577366.4251","51552075901.5183","55347998647.8196","45361678146.5247","45322259884.1791","50559431846.4989","54545184267.5751","",
"圣马丁（法属）","MAF","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"摩洛哥","MAR","GDP（现价美元）","NY.GDP.MKTP.CD","2037150716.33238","2025689536.60705","2379606422.29029","2657247327.3392","2798339768.79755","2948325264.30195","2876395613.08171","3046339294.53611","3271415867.99723","3651615453.01848","3956328426.04486","4356633663.36634","5074117544.77482","6242177798.33938","7675408485.51421","8984824182.60333","9584323309.12136","11049896742.3889","13236854105.1672","15912133569.2852","21728770055.3777","17788171722.4446","17692341358.1272","16251460689.3254","14824728528.4604","14991283215.7408","19462175321.8224","21765261041.7265","25705296183.5037","26314220188.0257","30180108561.9305","32285388165.2999","33711069430.78","31655473663.8348","35604137422.5796","39030285468.3841","43161452678.4383","39147844526.0838","41806219378.6181","41632027599.8531","38857251336.3448","39459581217.3759","42236836820.6152","52064058833.9739","59626020162.3816","62343022650.8742","68640825480.9223","79041294874.4553","92507257783.5697","92897320375.8176","93216746661.5977","101370474295.109","98266306615.3632","106825649872.108","110081248587.369","101179808076.36","103345296966.607","109708728848.535","118495328198.08","",
"摩纳哥","MCO","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","293073868.023221","327651487.962757","402460333.237637","523552815.119127","563939670.704419","711922994.225545","735339911.935065","811250927.388998","1000535735.38751","1209898293.46372","1378130995.65913","1205166025.51592","1143229071.77943","1092551781.01486","1037314956.25083","1082851076.52158","1515209588.2378","1839095595.25655","2000674667.08261","2010116851.20284","2481316053.85316","2480497538.54794","2737067001.75938","2574440022.97964","2720297793.28662","3130270895.13587","3137848801.03606","2840182220.99117","2934578821.10938","2906009307.6651","2647883815.57966","2671424966.44295","2905840862.03651","3589126975.1693","4110169853.48895","4203084193.50827","4582988332.70606","5867916780.72817","6476490405.74191","5451653237.01028","5362649006.62252","6080344731.72088","5743029680.07195","6553372278.27934","7060236168.2367","6258178995.23123","6468252212.38938","6400946585.53076","","",
"摩尔多瓦","MDA","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1752979926.41489","1695122173.91304","1930081168.83117","1698717504.65549","1170782957.37443","1288429391.79951","1480673594.05602","1661818168.4226","1980901553.51226","2598231467.43671","2988338439.31553","3408272498.11516","4401154128.12297","6054806100.8468","5439422031.39627","6974960345.3712","8414360656.29632","8709165249.26928","9496684701.43325","9510219299.49557","7745231660.33425","8071480540.86068","9669759987.02633","11309082555.1568","",
"马达加斯加","MDG","GDP（现价美元）","NY.GDP.MKTP.CD","673081724.076322","699161943.857103","739286906.851553","759345862.971331","802482182.924192","833563472.162352","900264583.688205","956436931.142347","1031669636.36116","1056391054.5386","1111859569.7715","1199507629.99179","1341590681.58511","1653062347.36254","1917508190.04689","2283049233.28758","2181844193.9254","2358930406.42896","2669755115.50569","3463565881.42486","4042139901.36698","3594868208.41885","3526198070.09621","3511573991.89742","2939485471.50097","2857889712.4808","3258288890.58567","2565634382.28689","2442507588.38496","2498059014.77295","3081479800.28769","2653141958.52585","3024459564.32157","3370842210.90955","2977040722.47057","3159901231.97468","3995028592.78722","3545776697.12109","3738704467.51878","3717515282.53319","3877673539.09084","4529575347.56805","4397254607.61164","5474030080.24451","4363934494.37405","5039293030.82367","5515884348.54904","7342923489.09616","9413002920.97008","8550363974.79243","8729936135.74487","9892702357.56691","9919780071.28764","10601690871.7611","10673516672.6664","9744243531.20119","9958655044.98547","11465850504.0067","12100459087.2532","",
"马尔代夫","MDV","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","42463576.1589404","44781456.9536424","47935843.7935844","57829787.2340425","109503546.099291","127154929.577465","141902097.902098","141268980.477223","168610478.359909","189535398.230089","215089005.235602","244468292.682927","284853358.561968","322326642.335766","355884383.08887","398988954.970263","450382327.952421","508223602.37893","540096397.621071","589239753.610875","624337145.284622","870179738.562091","897031250","1052121054.6875","1226829562.5","1163362437.5","1575200390.625","1868383460.9375","2271646187.5","2345294875","2588176054.6875","2774351760.03287","2886170571.69634","3295011381.75405","3697351596.83753","4109424799.72407","4414055724.73387","4865546025.86599","5272288442.84566","",
"中东与北非地区","MEA","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","32442600991.2546","36096691228.0146","41515837165.5785","47873000169.229","58546679180.8722","78672070731.1584","142778756162.062","155891439603.545","193617322983.28","224453533285.254","238456857098.574","311571986065.14","401373052870.681","414879769427.901","415696836243.358","422819099218.397","428820268874.783","435916738779.892","446708185515.019","410970895760.933","408409905957.318","420664060516.896","550672700031.725","554619640067.1","603659416995.199","607894528644.182","633727283356.403","708644708098.498","802281807818.04","832628504235.547","809324954316.084","866753216731.758","966940531199.356","970588701268.544","966794595638.065","1089041747053.17","1271305394517.72","1530292026599.53","1791193599349.88","2123656501279.28","2648080083193.21","2368422381889.97","2768122882414.01","3282325618009.2","3575615120555.34","3553668416591.58","3569443658321.09","3146224148913.01","3149687655679.88","3275008659269.25","3616868655711.47","",
"墨西哥","MEX","GDP（现价美元）","NY.GDP.MKTP.CD","13040000000","14160000000","15200000000","16960000000","20080000000","21840000000","24320000000","26560000000","29360000000","32480000000","35520000000","39200000000","45200000000","55280000000","72000000000","88000000000","89025974025.974","81814159292.0354","102500000000","134561403508.772","205139086956.522","263959336734.694","184609157801.418","156159198584.513","184261495828.367","195219789801.479","134550096436.744","147540738281.817","181611549975.804","221400669713.589","261253582805.945","313142768453.485","363157598242.27","500736065605.341","527813238126.278","360073909243.855","410975595310.156","500413483109.175","526502129378.284","600232874042.927","707906744574.644","756706300589.791","772106378935.377","729336319677.449","782240601984.76","877476221382.101","975387131716.089","1052696282278.88","1109989063586.62","900045350649.351","1057801295584.05","1180489601957.61","1201089987015.45","1274443084716.57","1314563967425.24","1170564619927.69","1077827944342.35","1158071006809.62","1223808885585.61","",
"马绍尔群岛","MHL","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","31020000","34918000","41749000","45144000","43879000","55989000","62983000","70688000","72798000","78476000","82507000","91063000","99461000","108071000","120230000","110858000","106289100","108702100","107978900","110937700","115152100","124735100","126887600","131334600","137928600","143930000","150776500","152788700","152617500","164969100","173260300","185210500","190800800","183121300","179697900","194497900","204173400","211523642.4","",
"中等收入国家","MIC","GDP（现价美元）","NY.GDP.MKTP.CD","317434679694.265","305111694120.042","317333320911.383","339039915383.481","383077631799.901","420517323623.855","434245020914.411","447370189331.042","473295531297.955","528344221236.662","581160723922.042","626097917171.541","700426101073.436","887925234088.844","1135871448001.19","1253090775556.24","1358034875389.35","1526633656217.97","1652402068255.56","1972368285746.56","2320625683862.77","2626469149035.27","2593131975167.59","2508531806038.68","2539725193515.95","2678974052361.6","2771973669524.19","2839731074699.62","3054109420325.31","3154900003840.91","3593688255495.2","3830471360725.12","3794278074843.37","4038821348046.35","4394572755570.58","4918761146045.64","5365451657119.31","5678590168051.66","5506923851825.85","5370557888509.31","5850969824571.16","5928451639004.1","6046137906748.45","6817070544145.08","8099925700388.2","9670037951607.02","11523319075100.8","14284974962693.2","17143082605884","16723644566816.7","20318662085996.7","24008818074933.2","25612272804253.6","27130342973122.7","28128746365814.5","26656489801955.1","26772713479946.2","29382915152266.2","31143015141249.8","",
"北马其顿","MKD","GDP（现价美元）","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4699646643.10954","4938775510.20408","2436849341.97604","2682456896.55172","3556581986.14319","4680078740.15748","4651453634.08521","3928975903.61446","3756208791.20879","3863743409.49033","3772851420.24763","3709637829.94866","4018365247.44444","4946292774.79046","5682719260.0763","6258600713.82627","6861222331.96317","8336478142.08872","9909548410.82744","9401731495.71661","9407168702.4313","10494632699.3859","9745251126.0109","10817712138.9451","11362272837.8818","10064515432.0265","10672471860.7184","11279509013.9119","12672131053.1578","",
