comment
没赶上第一天听，今天看到百度热搜，说豆瓣上这首歌评分稀碎，听了一下，依然是听不清的歌词，但第一句就让我起了一身鸡皮疙瘩！没错，就是这个感觉，这就是周杰伦啊！专业的我不懂，我觉得我没资格在乐评发什么东西，那么听歌听什么？让自己心动的不就是好的吗？打开豆瓣，看看短评前几名的评论，唉…真是不堪入目，怼歌手怼歌曲怼粉丝…当然，你有你发表评论的权利，我也有，所以我就注册了豆瓣，写下了豆瓣的第一个短评：很好，第一句就听出来，这就是周杰伦！最后再说一句吧，以周杰伦的成就、地位、财富等，完全可以在床边故事以后不再出歌，为什么还要顶着喷子们去出歌呢？？周郎才尽这个词已经喊了18年了！18年！！
不好听。。。。也不好看
不用刷流量，真正的巨星😎😎😎
说实话这首歌好难听，要不是周杰伦唱的，换做别人唱肯定火不了，他有点太过于神话了。目前为止只觉得东风破好听
杰伦迷加油，多买几张。杰伦要拿第一
喂喂喂，蔡徐坤才是音乐界的王者，他比周杰伦厉害多了
有你真好，周杰伦。
为什么会有人买5000张 &nbsp; &nbsp;我伦需要这样吗 &nbsp; &nbsp;买来送人吗
我敢说，周结巴这首烂歌销量不如坤坤，
没看见好听在哪？为什么一个中国人会找日本人拍MV搞不懂，以前很多人说，台湾人亲日，现在信了
唱的是多少爱而不得的人的青春啊！
无限回忆
说好的不哭 but...
不好听
喂喂喂，喂喂喂，🐔你太美退出群聊
好
你知道吗？周董…多少人为了你开通了QQ音乐的绿砖多少人在你的新歌发布之前不换网名不改个性签名不换头像多少人为了你等到什么时候都愿意你是多少人的青春你是多少人的偶像你是多少人的期盼你是多少人愿意守护的人你又是多少人的希望又有多少人一直爱着你又有多少人一直等着你无论别人是谁无论别人喜欢谁我不管……我喜欢的是，周杰伦
赞
“世界上最浪漫的事情是什么呀？”“当然是带上你的那个她（他）去看一次周杰伦的演唱会啊！毕竟那是自己的整个青春️”❤️
好的歌曲 &nbsp;就像 白酒..需要慢慢品尝....小孩子说白酒辣不好喝！！何必去和孩子们理论 ？？？
厉害了，期待在出佳作
满怀期待等候多时并且重新下回了qq音乐就是为了此时此刻第一时间来听我伦新歌！！！
你知道吗？周董…多少人为了你开通了QQ音乐的绿砖多少人在你的新歌发布之前不换网名不改个性签名不换头像多少人为了你等到什么时候都愿意你是多少人的青春你是多少人的偶像你是多少人的期盼你是多少人愿意守护的人你又是多少人的希望又有多少人一直爱着你又有多少人一直等着你无论别人是谁无论别人喜欢谁我不管……我喜欢的是，周杰伦
试听都没有？闹着玩呢？缺钱缺疯了吗？NC粉真多啊
喂喂喂，蔡徐坤才是音乐界的王者，他比周杰伦厉害多了
喂喂喂，蔡徐坤才是音乐界的王者，他比周杰伦厉害多了
杰伦我偶像
远方的她是否还好？
牛🐂
说好不哭
永远支持我永远的偶像😊😊😊❤❤💋💋👍👍👍
我敢说，周结巴这首烂歌销量不如坤坤，
没看见好听在哪？为什么一个中国人会找日本人拍MV搞不懂，以前很多人说，台湾人亲日，现在信了
在杰伦眼里  爱情都是这么美好  可能他没经历过现实的残忍人性的可怕
18000🍉
一首歌一段青春
杰伦和阿信的声音很像
什么时候能把几你太美换掉啊我要哭了😭
支持我伦
李施菊，我的手机输入法终于忘记你了，我也是，7个月
说不好听请大家真的再多听几次，真的好好听...
无论怎么样，他能发歌，我就已经很开心了，可能是最近最高兴的事了
循环播放第二天😉，说好不哭
微博蹭杰伦新歌热度的不断啊，贬低的真讨人嫌
终于出歌啦
哈哈哈哈哈哈好好听哦
蔡徐坤不配歌手两个字
你能不能多出一些歌，我现在可以自己挣钱了，买得起专辑了！
杰伦和阿信的声音很像
感谢遇到你，并且始终拥护着我❤️
想去演唱会了啊！！多久来离川近啊
评论的人好多啊！
新专辑大卖
杰伦无与伦比
无与伦比
早上起床第一件事就是打开QQ音乐-歌手-周杰伦-开始播放
见过让一个软件崩服务器的人吗？他就是周杰伦！出道19年发一个曲子依旧火爆的周杰伦，音乐皇帝！
谢谢杰伦
超过cxk！！！！！！快了！！！！
我开始释怀 因为我还在学着释怀 用了一整个夏天和秋天 希望到了冬季我会淡然于这段感情，淡然于你有关的一切。然后好好生活 。
一生挚爱😃
杰伦演唱会要很有钱才能挤进去了
其实很多人只是路人粉 听过晴天还有一部分传唱度比较高的歌 而很多歌都没听过 我周围很多人就是这样  新歌一出来 看热度高 也去听他的歌有些人说这首歌水平不高 周杰伦江郎才尽 我只能说一万个人有一万种喜好 尽管这首歌不能算巅峰水平 但是我听到前奏一直到歌曲结束 确实感觉好听 以前听反方向的钟我也是一开始没有get到好听点 后来越听越好听 越听越耐听 这首歌也是经得起慢慢回味的 我没有觉得他让我失望了
好听呀
🥰
期待新专辑 把我顶起来 。✨✨✨
豆瓣评论很低，首页说说自己的观点，我觉得这首歌很周杰伦，不是吹为了听情节，好听就是好听，听着很有故事，在微博听了之后马上也就买了歌，也不算特别贵，好听的歌，希望大热大火，希望周杰伦永远年轻
多有趣，你念念不忘的，是别人不屑要的。
啥也不说了，因为你我每月还给腾讯会员费😭
6666666
好听好好听
就是欧龙香水主题曲 ✌
让一让，让一让
截止9月18日上午8点38分，6678466张，我伦可以喝三生三世的奶茶了😁
什么时候能把几你太美换掉啊我要哭了😭
爱你就忘记了地球上的三十五亿男孩
虽然昨天听了觉得不是特惊艳，但为啥今天到了单位就特别想听呢，真是奇了怪了。赶紧循环。
青春很短   转眼即将消逝   谢谢在这之前让我遇见了你  曾经的小淘气小可爱  数不尽的回忆和快乐 对不起不能陪你走下去了   我会很想你的  ……我爱你  李可爱
从小到大喜欢杰伦
新单曲出来了，希望新专辑不会远了
周杰伦
识人，要观其内；做人，要养于内。成之于内，自会发之于外。
是单曲还是专辑啊？
说好不哭
每天起来又是一遍  瞬间充满温暖感觉
如果哥哥还在也许会是唯一能跟周杰伦拼娱乐圈地位的人吧，其实我俩个都爱
感谢我的青春是你
听着好像有香水广告的调调耶
如果有一天 我带你去看周杰伦的演唱会 那么你一定对我很重要 因为我带你去看的 是我一整个青春
其实我心里一直住这一个她，虽然现在她已经有喜欢的人，但是我依然会默默祝你幸福。希望你能看见    77438二姐师父     黄冬梅。爱你不至，呼吸不停。希望一直幸福。2019  9.18零晨4.36分。❤
如果有一天我带一个女孩去看周董的演唱会，那么她一定对我特别重要。
激动⊙∀⊙！第一次听好像有点普通，之后循环就越来越好听！
我敢说，周结巴这首烂歌销量不如坤坤，
我不管 杰伦唱什么都好听 我不要你觉得，我要我觉得！
我敢说，周结巴这首烂歌销量不如坤坤，
你知道吗？周董…多少人为了你开通了QQ音乐的绿砖多少人在你的新歌发布之前不换网名不改个性签名不换头像多少人为了你等到什么时候都愿意你是多少人的青春你是多少人的偶像你是多少人的期盼你是多少人愿意守护的人你又是多少人的希望又有多少人一直爱着你又有多少人一直等着你无论别人是谁无论别人喜欢谁我不管……我喜欢的是，周杰伦
还没带你看过周杰伦的演唱会一直都因为“忙忙忙”现在很想和你说“让我们一起去看周杰伦的演唱会吧”从“等你下课”到“说好不哭”现在已经有人在唱了让我们一起去回顾属于我们的青春刚好有你有我
超级好听，等的太久了
我敢说，周结巴这首烂歌销量不如坤坤，
也许是对周董的歌太过宽容了，他的新歌的确需要有所     ……
我的青春，你要越来越帅，我也要越来越好。
祭奠自己整个青春～
忘记说了，这两位歌手都是我最爱的，都是我要准备看演唱会的关键角色！！！欠你二位的一定补上！！
喜欢Jay，就是喜欢。没理由。
喂喂喂，蔡徐坤才是音乐界的王者，他比周杰伦厉害多了
喜欢喜欢🌹🌹🌹🌹🌹
并不惊艳，但真的很耐听，谁让他是周杰伦
嗷呜
何时出新专？我不要数字单曲，我要将实体CD捧在手心！！今生欠你一次个唱门票我一定会去看的！！！
第一次付费听歌就给你了！我伦，谢谢让我开心了一个早晨！继续加油，一定要幸福～
十年的青春，有一天我一定要和我爱的男孩子去听杰伦演唱会。
三块钱买了一首歌😵
1年零3天分手了，我很爱她，唯一遗憾就是没有钱带她出去看周杰伦演唱会✨
😃说不好听的，你们怕是忘记了，曾经初中或者小学六年级的，周式情歌了吧，一样的调调唱腔，😄就是从快节奏变慢了而已，感觉情歌需要终结了，所以大家应该感到完美✌曾经的我不配，爱我别走，安静，说好的幸福呢，借口，轨迹，阳光宅男，太多太多曾经的周式情歌了，如果有看到我这条评论的，请把剩下的周式情歌弥补一下，我怕太多新粉不懂曾经的青春😂😂哪是整个夏天KTV麦霸的周式情歌😭那都是咱们的青春啊，这会结束了吧😭😭😭
好听😚😚😚😚😚
说好不哭
无与伦比
三块钱买了一首歌😵
旋律有毒，歌词不咋的……一般吧！
我从来都没有忘记你 分手那么久 我依旧无法释怀 希望你在威海好好实习 真心希望过好未来每一天的生活 但是不要让我知道
我敢说，周结巴这首烂歌销量不如坤坤，
真的是哎 如果我们一起去周杰伦演唱会 那你一定很重要❤
我还是哭了
我敢说，周结巴这首烂歌销量不如坤坤，
........ghhc
无与伦比
杰伦杰伦 几时出专辑啊
兰，我真的是爱你的请你记住！
好听
说实话这首歌好难听，要不是周杰伦唱的，换做别人唱肯定火不了，他有点太过于神话了。目前为止只觉得东风破好听
喂喂喂，蔡徐坤才是音乐界的王者，他比周杰伦厉害多了
暗恋时《告白气球》 热恋时《等你下课》 吵架时《不爱我就拉倒》 如今，分手了，我们《说好不哭》 果然，周董还是那个最懂你爱情的人 走在大街上 坐在公交上 站在地铁上 我做到了《说好不哭》 可是，一个人的时候我还是没有忍住
保持一贯的创作，求稳。完全理解！人会变的，变得很稳重。创新或者玩音乐的心态低调了
平心而论，值得多听！
如果有一天我带一个女孩去看周董的演唱会，那么她一定对我特别特别特别的重要。
谢谢你出现过  教会我一些道理与现实❤️
好久没听周杰伦的歌了，上次听是【中老年打榜】事件时，回忆着听了好久杰伦的老歌！再上次就是上学时期了，我是不是暴露年龄了？！😂这次听到周杰伦声音，又想起学校时候了，那时候诺基亚音乐手机，专门为放周杰伦歌而买！！😉现在除了上班挣钱、还是上班挣钱，根本没时间听歌，房、车、女友都还没有，前途一片迷茫着呢……😂😂😂
这歌不难听啊，周杰伦的歌很多都是越听越好听，稻香时听着也一般，后来就觉得真的是神仙歌曲了小情小爱怎么了，小公举现在生活太幸福，创作和幸福一般反比，跟他的幸福相比，少听几首又有什么关系我们已经从初中生变成社畜，把怀念从前的周杰伦和怀念过去的自己，分开就好了
今年嘅生日禮物會係周董廈門演唱會嗎😜😜
为啥越听越好听啊？？特别是安静的时候
不让我评论，看了好几十遍MV，最终还是忍不住购买了，顺道来评论一下😂😂😂
如果有一天 我带你去看周杰伦的演唱会 那么你一定对我很重要 因为我带你去看的 是我一整个青春✨
希望杰伦再出新歌
2019.9.18
只为你氪金，只为你充年费！
如果有一天 我带你去看周杰伦的演唱会 那么你一定对我很重要 因为我带你去看的 是我一整个青春✨
如果有一天 我带你去看周杰伦的演唱会 那么你一定对我很重要 因为我带你去看的 是我一整个青春✨
还是原来的那个你
喂喂喂，蔡徐坤才是音乐界的王者，他比周杰伦厉害多了
如果有一天 我带你去看周杰伦的演唱会 那么你一定对我很重要 因为我带你去看的 是我一整个青春✨
如果有一天 我带你去看周杰伦的演唱会 那么你一定对我很重要 因为我带你去看的 是我一整个青春✨
其实我心里一直住这一个她，虽然现在她已经有喜欢的人，但是我依然会默默祝你幸福。希望你能看见    77438二姐师父     黄冬梅。爱你不至，呼吸不停。希望一直幸福。2019  9.18零晨4.36分。❤
我没有哭只是烟熏了眼睛而已
如果有一天 我带你去看周杰伦的演唱会 那么你一定对我很重要 因为我带你去看的 是我一整个青春✨
新歌终于来了
昨晚到现在 过去和未来
还是把QQ音乐下回来了😂
你知道吗？周董…多少人为了你开通了QQ音乐的绿砖多少人在你的新歌发布之前不换网名不改个性签名不换头像多少人为了你等到什么时候都愿意你是多少人的青春你是多少人的偶像你是多少人的期盼你是多少人愿意守护的人你又是多少人的希望又有多少人一直爱着你又有多少人一直等着你无论别人是谁无论别人喜欢谁我不管……我喜欢的是，周杰伦
身边的你不知道会不会和我结婚，但我好珍惜此时此刻..
我的青春啊😭
有爱温暖，有情热烈，不错！
杰伦哥现在发歌太慢了
找个歌手能让我看名字就想听歌的也只有他一个人了吧，说实话挺失望的本来以为是一整张专辑，没想到只有一首。
为五月天阿信而来
一定不要哭好吗        一定不要听懂好吗     一定要珍惜现在好吗     再见青春好吗
还可以
不喜欢没关系呀毕竟每个人的品味不一样 也谢谢你们来听呀❤ 但是一个劲散发恶臭的东西麻烦你们出门左拐谢谢
二刷一下MV，昨天都忘了发个弹幕呢。我的青春，周杰伦。等着你的演唱会
梦中梦。还是你。最近想起来的次数更加频繁。一年的时间了。该怎么才能彻底忘记。
周杰伦
如果有一天 我会陪你去看周杰伦的演唱会 那么你一定对我很重要 因为你带我去看的 是你一整个青春✨你愿意 我也愿意
来啦来啦  忙了两天终于有时间来听
也许在夜晚人的心情和情绪才会显示出来哈哈哈哈晚安陌生人
说实话这首歌好难听，要不是周杰伦唱的，换做别人唱肯定火不了，他有点太过于神话了。目前为止只觉得东风破好听
讲故事的模式有很多种！总有一种能说到我们彼此的心底去，就像爱看风景的人迷恋旅行，像大海迷恋海风，拍照的人迷恋捕捉每一帧美好的定格，像画画的人迷恋想像的疯狂，当喜爱听音乐的人迷恋上周杰伦因为他的故事所以找到了一个出口，而出口的那端是一个能让你敞开内心倾听自己的树洞。
既有周董又有沃兹，还有不买的理由吗？
第一次买一首歌，因为16号正式分手了。嘿嘿，我没哭，没闹，安安静静地走了。原来人难过的时候哭都哭不出来，可当你要说删我微信时，眼泪像崩溃了。希望你永远永远很好，离开我，的确是你最好的选择。我也要努力，变成更好的自己，还要找你重蹈覆辙。对不起，16号夜晚，说好了，我依然还是哭了，狼狈的像个孩子。我……不相信爱情了😁
爱了
天下第一
不好听。。。。也不好看
花了我3块钱，才知道什么叫做:说好，不哭😂😂
嗓音变回来就好了
作为一个白嫖惯了的人，要说哪位歌手能让我下载听了之后还要去买，只有周杰伦
青春的回忆，满满的……
新专辑真的很好听，反正我喜欢
阿信不配拥有姓名？只在mv提到阿信？
说好不哭，已经不哭了！
说实话这首歌好难听，要不是周杰伦唱的，换做别人唱肯定火不了，他有点太过于神话了。目前为止只觉得东风破好听
哈哈哈哈哈哈，加油
见过让一个软件崩服务器的人吗？他就是周杰伦！出道19年发一个曲子依旧火爆的周杰伦，音乐皇帝！
哈哈
哎呦
不错
时光催人容颜老，从你出道的那天，我就已喜欢你的歌了，谢谢你的音乐一直陪我，耍酷，耍沉默，耍嘻哈，耍假装失恋的忧伤，耍你的中国风，耍你的爱国心，耍你的浪漫爱情，你曾说过，你把我们都唱成了孩子的爸妈，也该轮到你了，所以你用告白气球给了我们一个童话般的婚礼，你说压力大也要感谢歌迷，就算超人不会飞也要说好不哭，谢谢你带给我七里香般的青春，就算什么都没有，我都会支持你的音乐梦，我们都比你年轻，你慢慢来，我不急，只要好好的就好！最后，感谢你的龙卷风带着安静来到了半岛铁盒，给了我个浪漫手机，轻轻放搁不下对你的喜欢，爱会慢慢增加重量！！！
我爱的男孩子他最爱的是周杰伦，他去北京了。带着我的心一起走了。我很爱他，有生之年我们会去看杰伦的演唱会的对吧？离开你以后要你好好过，眼看着我难过挽留的话你也没有说。还是很爱你，2017.7.14到2019.9.13.我什么都没有，还是想为你的梦加油。我的男孩，我爱你，你回头就看到我了，别让我等太久。我好累哦。晚安你最优秀
和我去看周杰伦的演唱会好不好
人气top周杰伦❗💎💖✨🌈实力歌手周杰伦❗💎💖✨🌈音乐鬼才周杰伦❗💎💖✨🌈亚洲天王周杰伦❗💎💖✨🌈家庭美满周杰伦❗💎💖✨🌈魔术大师周杰伦❗️💎💖✨🌈华语天王周杰伦❗️💎💖✨🌈无与伦比周杰伦❗️💎💖✨🌈奶茶仙子周杰伦❗️💎💖✨🌈守护全世界最好的周杰伦💖💖💖
说好不哭，最后还是没控制住。因为奶茶，没放珍珠
期待已久，终于找回了ID密码买到了，我哭了！😈
屏幕前的女孩 别熬夜 他不在了 早点休息 晚安💤
好久没听杰伦歌了
歌曲第一段结束中间的钢琴编曲应该是 五月天突然好想你 这首歌的旋律，是为了欢迎阿信唱第二段吗
我的青春 我的爱情啊
愿意给你我所有能给你最好的
就是为你开的会员
不会知道是否有那么一天，但我会一直期望着
我真的很爱你，我们遇到的困难会过去的，我们一定会有一个很好的未来，一起加油
周董，  你的粉丝永远最支持你
你永远不会被时代淘汰掉，因为你的歌不会被淘汰，继续加油！👊🏻
前奏还是以前的味道😍
男孩在国外学习摄影几年后学成归来如约回到女孩身边女孩为他加油男孩开玩笑说你什么都没有却还为我的梦加油。听者有心女孩把卖奶茶的所有积蓄全拿去买了一台很贵的相机送给他。她是什么都没有但她有什么给什么男孩靠着这台相机努力工作终于成为一位摄影大师而女孩仍在奶茶店打工两个人在一起的时间越来越少突然有一天男孩觉得一个人好像也没什么也许是身份悬殊也许是相处太难他终于还是提出了分手女孩也很懂事说好不哭。从前从前有个人爱他很久但偏偏风渐渐把距离吹得好远故事的最后他还是说了拜拜。女孩以为两个人从此不会再有交集毕竟没有了联络后来的生活她都是听别人说直到有一天女孩去送奶茶还是遇到了男孩女孩没哭因为说好不哭的。
一直想和她去看jay的演唱会 可惜她却是骗子 以为是爱情 现在重拾对爱情的憧憬和信任 真得很开心 可惜错过了那次演唱会😭
她是什么都没有，但她有什么给什么。💔
男孩在国外学习摄影几年后学成归来如约回到女孩身边女孩为他加油男孩开玩笑说你什么都没有却还为我的梦加油。听者有心女孩把卖奶茶的所有积蓄全拿去买了一台很贵的相机送给他。她是什么都没有但她有什么给什么男孩靠着这台相机努力工作终于成为一位摄影大师而女孩仍在奶茶店打工两个人在一起的时间越来越少突然有一天男孩觉得一个人好像也没什么也许是身份悬殊也许是相处太难他终于还是提出了分手女孩也很懂事说好不哭。从前从前有个人爱他很久但偏偏风渐渐把距离吹得好远故事的最后他还是说了拜拜。女孩以为两个人从此不会再有交集毕竟没有了联络后来的生活她都是听别人说直到有一天女孩去送奶茶还是遇到了男孩女孩没哭因为说好不哭的。
有一种爱情是宁愿牺牲也不愿造成对方的负担有一种爱情是明明心疼却什么事都无法为她做《说好不哭》                                                           董茂婷
杰伦不是人民币，他不能做到人人都喜欢
有怀念是很好，我也买了，但是不要被娱乐冲昏头脑，想想以后要什么样的生活，娱乐产业是一个人民巨大的奶嘴
阿信哥，太棒了❤❤❤❤❤
如果有一天 我带你去看周杰伦的演唱会 那么你一定对我很重要 因为我带你去看的 是我一整个青春✨
男孩在国外学习摄影几年后学成归来如约回到女孩身边女孩为他加油男孩开玩笑说你什么都没有却还为我的梦加油。听者有心女孩把卖奶茶的所有积蓄全拿去买了一台很贵的相机送给他。她是什么都没有但她有什么给什么男孩靠着这台相机努力工作终于成为一位摄影大师而女孩仍在奶茶店打工两个人在一起的时间越来越少突然有一天男孩觉得一个人好像也没什么也许是身份悬殊也许是相处太难他终于还是提出了分手女孩也很懂事说好不哭。从前从前有个人爱他很久但偏偏风渐渐把距离吹得好远故事的最后他还是说了拜拜。女孩以为两个人从此不会再有交集毕竟没有了联络后来的生活她都是听别人说直到有一天女孩去送奶茶还是遇到了男孩女孩没哭因为说好不哭的。
不吹不黑。这首歌曲很一般。在周杰伦的歌曲里面属于较低档次、但是放眼整个华娱乐圈……好吧，实际上也很一般吧。。。
一个人，说好不哭。两个人，说好不散。风起，花飞，叶落。初识，知心，终尽。你！我！我们，说好不哭！
为什么一定要用两个日本人不可?
杰伦不是人民币，他不能做到人人都喜欢
杰伦最屌！
绿钻8用户发表评论
第一次买付费，纪念一下青春
江朗才尽！跟周星驰一样
看到豆瓣上的某些短评真的黑过头了好吗 对于歌词和和弦一直诟病的人 我想说的是 是花掉了您一个月积蓄还是浪费了您宝贵的时间？花了三块钱就觉得自己呼吸到了资本的味道 真是可笑啊🤷‍♀️
第一次买专辑，真的很好听。周董永远是你周董。加油！我也要加油。🐷
真心觉得，不怎么喜欢
就算听歌不哭，看mv也会哭就算眼睛不哭，心也会在哭就算你不爱我，我也还爱你(^з^)(^з^)
👀我想要蹬蹬登骂我的不停的声音。周杰伦穷鬼。听一次3块。撒比周杰伦
加油鸭
循环了一整天了
我还想再等你可我觉得我等不到你你不会再是我拒绝的理由我已经放下了只想你再回头看看我
回忆一下子走了好远
看到豆瓣上的某些短评真的黑过头了好吗 对于歌词和和弦一直诟病的人 我想说的是 是花掉了您一个月积蓄还是浪费了您宝贵的时间？花了三块钱就觉得自己呼吸到了资本的味道 真是可笑啊🤷‍♀️
再来一遍   睡觉了！
周董 加油
我伦实力顶流
听的是情怀，读书时代最爱周董的歌！
就我感觉这首歌次很喽？？？太直白了
致杰伦致青春致那时的我们
周杰伦，我的青春啊😂😂😂
期待演唱会
等这一天我等了九年，等这一天我开了九年的绿钻
周董 谢谢你给了我整个青春最美好的回忆 而今我依旧听着你的歌 感觉满满的回忆与而今的幸福 …… 整个华语乐坛 再没有一个人 能像你一样 让大家心甘情愿的等待你的歌 …… 愿你一直幸福 也愿所有听你歌的我们 幸福下去 ✨
在我的生命里，遇见的每一个人都会对应一首歌，这一首又会是谁？
如果不是你我应该不会和腾讯再有什么交集
周杰伦和阿信合唱就是一个回忆，谢谢相互陪伴的青春岁月，致我们青春！
不好听。。。。也不好看
说好不哭，但最后还是有点撑不住，因为奶茶没有放珍珠。这是一首歌吗
10年前的我是懵懂少年如今即将迈入而立之年
致敬我的第一张数字专辑😍伦
真希望我也是个能默默支持你的人。
看到豆瓣上的某些短评真的黑过头了好吗 对于歌词和和弦一直诟病的人 我想说的是 是花掉了您一个月积蓄还是浪费了您宝贵的时间？花了三块钱就觉得自己呼吸到了资本的味道 真是可笑啊🤷‍♀️
心疼过了多久，还在找理由等我…
一出来就爱了爱了
👀我想要蹬蹬登骂我的不停的声音。周杰伦穷鬼。听一次3块。撒比周杰伦
想看演唱会，奈何太贵了。前排，哎
❤️
你知道吗？周董…多少人为了你开通了QQ音乐的绿砖多少人在你的新歌发布之前不换网名不改个性签名不换头像多少人为了你等到什么时候都愿意你是多少人的青春你是多少人的偶像你是多少人的期盼你是多少人愿意守护的人你又是多少人的希望又有多少人一直爱着你又有多少人一直等着你无论别人是谁无论别人喜欢谁我不管……我喜欢的是，周杰伦
爱jay永不变～
哪有什么耐得住寂寞，不过是习惯了孤独
一句简单的 “谢谢你 &nbsp;杰伦” &nbsp; &nbsp; 谢谢你还为我们 写歌 &nbsp; 🙏🙏🙏|
周董就是我的整个青春啊！
我来了我的青春
周董，我们的青春！旋律响起的时候，差点想哭！这就是周董带来的音乐魅力，但我忍住了，因为答应了你:说好不哭！
如果有一天 我带你去看周杰伦的演唱会 那么你一定对我很重要 因为我带你去看的 是我一整个青春✨
睡前循环
昨晚凌晨三点开始失眠，拿起手机，微信微博都刷屏了，周董出新歌了！！！终于找到了失眠的意义，睡不够的人也就忍了，第一句就沦陷了，触及到了心底的弦，老阿姨也心生涟漪，青春好像就是与遗憾伴行，怎么选择都是错，不管是白月光还是心底的朱砂。尘埃落定，柴米油盐，一地鸡毛的生活，总要有些东西让我们回忆，纪念，祭奠。
翎儿，敏敏爱你❤，要一直宠你，一直幸福下去~
回忆里带着伤痛
憧憬着有这样一个女孩子能出现在我的生活里.她不需要多漂亮，她不需要多有文化，她不需要有多爱我.我只需要她是你，想你了，内蒙古姑娘.真的很想你，冯婷婷.你还好吗？挽留的话我说的太多了，那是篇长篇大论.我还幻想着有一天能带你一起去看我们共同偶像的演唱会，那一天要多久，又或是不可能了.
周董，我来了
如果我有一天带你去看周杰伦演唱会，那你看的是我的青春
虽然我只是个14的中学生，但这无法阻挡我对周杰伦的爱，奶茶伦就是我的第一信仰!!!
非常好听，好友fell❤
我的青春
杰伦最棒
太久没有爱过，都已经忘记爱人的感觉了，也开始不敢面对别人的爱了
杰伦哥 混不走了 希望你能借我点钱 实在无法了😓
整个青春😌一眨眼功夫
总算没有了胸肌和麦造了
不管怎么说，其实我还爱你。
好好听
哎哟不错
你知道吗？周董…多少人为了你开通了QQ音乐的绿砖多少人在你的新歌发布之前不换网名不改个性签名不换头像多少人为了你等到什么时候都愿意你是多少人的青春你是多少人的偶像你是多少人的期盼你是多少人愿意守护的人你又是多少人的希望又有多少人一直爱着你又有多少人一直等着你无论别人是谁无论别人喜欢谁我不管……我喜欢的是，周杰伦
啦啦啦
越听越好听
当中或多或少都有自己的影子，曾经拥有的东西失去了，并不代表就会回到原来没有那种东西的时候。
哎
一开始听觉得一般，但越听越好听，好作品值得细细品味，看MV竟然有点想哭的冲动😭
七年了，放不下的人是我，这辈子谁又说的准呢
真心觉得，不怎么喜欢
lzw你真是个坏人
听一首歌，都揣着自己仅有的小心思，想着属于这首歌的人儿，总而言之，一首歌，就是一个小世界。😉
带上他一起去看的你的演唱会……等我
什么时候出专辑啊？
我的青春
江朗才尽！跟周星驰一样
终于又出新歌了，非常感人
真心觉得，不怎么喜欢
杰伦啊，你终于奶茶喝腻啦！游戏玩够啦！肯出专辑啦！我们等得好辛苦啊！感觉有生之年啊！😄😃😃
杰伦的歌要听多两遍才会出韵味
真心觉得，不怎么喜欢
这是我的青春啊！
